Modulo,Proceso,Area,Accion,Problema,Solucion,CausaRaiz,CausaGeneral
"TAR","Documentación General","Contratista","Modificar/editar","Solicito de su apoyo para eliminar documentación en plataforma de las personas: Victor Octavio, Rafael y Cristian. ya que se encuentran vencidos de favor. Y quisiera subir la documentacion reciente!","Problema: El usuario ing_cvmiranda@hotmail.com solicita eliminar documentos vencidos de 3 trabajadores (Victor Octavio, Rafael, Cristian).

Causa: Necesidad de limpiar campos para renovación (Desconocimiento de la función de sobrescritura).

Solución: Se eliminaron los archivos solicitados manualmente. Se instruyó al usuario sobre la capacidad del sistema para reemplazar archivos automáticamente sin necesidad de borrarlos previamente.","Eliminación/Baja",""
"TAR","Alta de proyecto","Contratista","Borrar/Eliminar","Quiero eliminar el proyecto porque la orden de compra dice que está para el cedis puebla y mi trabajo es en cedis vhsa","Problema: El usuario argoneros_2011_fama@hotmail.com quiere borrar un proyecto (OC 5501169840) registrado por error en CEDIS Puebla, debiendo ser en CEDIS Villahermosa.

Causa: Error de captura en la selección de la Unidad Operativa.

Solución: Se le ofreció realizar el cambio de UO (migración) internamente para evitar el proceso de baja. Se le explicó que, si insiste en borrar, debe solicitarlo a su Técnico de Seguridad. Se espera confirmación para mover el proyecto.","Eliminación/Baja",""
"TAR","Procedimiento Operativo (Alcance )","Contratista","Borrar/Eliminar","se subieron tres veces y el tercero ya fue aceptado, los dos marcados en color rojo ya no tiene caso tenerlos y son del mismo proyecto","Problema: El usuario seguridad@ctsingenieria.com solicita borrar 2 intentos fallidos (en rojo) del Procedimiento Operativo, ya que el tercero fue aceptado.

Causa: Limpieza de registros duplicados/innecesarios.

Solución: Se eliminaron manualmente los 2 registros rechazados, dejando únicamente el activo/aceptado. Se notificó al usuario.","Eliminación/Baja",""
"TAR","Listado de Personal","Técnico de Seguridad","Modificar/editar","Buen dia me puedes apoyar a corregir el numero de IMSS de mi colaborador el correcto es  019 982 003 39","Problema: El usuario Nalleli.Garcia@abiger.com.mx solicita corrección de NSS (a 01998200339) para un colaborador.

Causa: Solicitud de corrección de datos. Faltan datos de identificación en el reporte inicial.

Solución: Se solicitó el Nombre Completo del trabajador para localizar el registro y aplicar el cambio solicitado.","Datos (información incorrecta)","Incidencias de Usuario"
"TAR","Documentación General","Técnico de Seguridad","Revisión de información ingresada/sistema","No se cuenta con revisión de la opinion de cumplimiento","revisión de la ""Opinión de Cumplimiento"" para el contratista (OC 8331158125).

Causa: El contratista no ha cargado el documento o existe confusión entre SUA y Opinión de Cumplimiento. Al no haber archivo, no hay tarea de revisión para el técnico.

Solución: Se aclaró a la usuaria la diferencia entre documentos y se determinó que el contratista debe realizar la carga para detonar el flujo de aprobación.","Consulta informativa","Incidencias en Procesos/Administrativos"
"TAR","Documentación General","Contratista","Revisión de información ingresada/sistema","En que modulo puedo actualizar la documentación de la empresa","Problema: El usuario ivonne.aragon@betagc.com solicita guía para actualizar documentación de la empresa.

Causa: Solicitud de información / Desconocimiento de la ruta en plataforma.

Solución: Se brindaron los 5 pasos para la carga de documentos (Módulo ""Consultar Mis Documentos Grales""). Se aclaró que las eliminaciones las realiza soporte por trazabilidad. Se adjuntaron manuales y links a la Wiki.","Capacitación","Incidencias de Usuario"
"TAR","Listado de Personal","Contratista","Altas/Bajas de personal","NO APARECE EL TRABAJADOR EN NUESTRA PLATAFORMA, EL COMPAÑERO QUE QUEREMOS DAR DE ALTA SE LLAMA EDGAR MIGUEL HERNANDEZ HUERTA, CABE HACER MENCIÓN QUE EL YA HABÍA TRABAJADO EN OTRA EMPRESA CON USTEDES, CREEMOS QUE PUEDA ESTAR VINCULADO A OTRO PROVEEDOR Y POR ELLO NO NOS PERMITA HACER EL ALTA, ANEXO ARCHIVO DE ALTA CON NOSTROS EN IMSS","Problema: El usuario HECTOR.JIMENEZ@VIULKA.COM no puede registrar al trabajador Edgar Miguel Hernández Huerta.

Causa: El NSS del trabajador estaba vinculado a otro proveedor (empresa anterior), generando conflicto de duplicidad.

Solución: Se validó la evidencia (Alta IMSS). Se dio de baja el registro antiguo en la base de datos para liberar el NSS. Se instruyó al usuario registrarlo nuevamente.","Duplicidad de registros","Incidencias en Procesos/Administrativos"
"ON Boarding","","Contratista","","Realice el curso. Pero coloque mal el correo en los datos que llene. Y por lo tanto no me llego. 
Datos:
Nombre. Mario Alejandro Alvarez Reyna 
Rfc: aarm920627uz8
Empresa: Glory Global Solutions 
Correo erroneamente ingresado:
alvarezm@mx.global-glory.com
Correo correcto:
alvarezm@mx.glory-global.com","Problema: El usuario alvarezm@mx.glory-global.com no recibió la constancia del curso.

Causa: Error de captura (typo) en el correo electrónico durante el registro (escribió global-glory en lugar de glory-global).

Solución: Se reenvió el correo manualmente a la dirección correcta proporcionada por el usuario. Se le pidió monitorear su bandeja de entrada y spam. listo le mandmo su certificado","Otros","Otros"
"TAR","Listado de Personal","Contratista","Revisión de información ingresada/sistema","Asociamos 5 personas al proyecto. ""En proyectos Activos aparecen 4 y en le listado del personal solo 3","Problema: El usuario lonas_hergo@hotmail.com reporta inconsistencia numérica: asoció 5 trabajadores, ve 4 en proyectos y 3 en listado.

Causa: Posible error de filtrado, estatus del trabajador o asociación incompleta. Se requiere identificar a los individuos específicos para validar.

Solución: Se solicitó al usuario los Nombres y NSS de los trabajadores que ""no ve"" para rastrear su ubicación y estado en la base de datos. 09/02 sin respuesta se cierra ticket","Consulta informativa","Incidencias en Procesos/Administrativos"
"TAR","Permisos de Trabajo","Contratista","Revisión de información ingresada/sistema","No encontré el formato para permiso de trabajo de ustedes y anexe uno de mi empresa, y aún no recibo la invitacion con No. de usuario","Problema
No se localiza un formato de Permiso de Trabajo dentro de la plataforma y no se ha recibido la invitación con el número de usuario para el acceso al sistema.

Causa
Los Permisos de Trabajo no se descargan desde la plataforma, ya que estos se generan y llenan directamente en sitio, para posteriormente ser cargados al sistema.
Adicionalmente, el correo de invitación para el acceso a la plataforma ya fue enviado, pero aún no ha sido aceptado.

Solución
Los Permisos de Trabajo deben requisitarse en sitio y cargarse a través del formulario correspondiente, ya sea mediante fotografía o archivo escaneado.
Se solicita verificar y aceptar el correo de invitación enviado para crear su contraseña y poder ingresar al sistema.","Consulta informativa","Incidencias en Procesos/Administrativos"
"TAR","Otro","Contratista","Altas/Bajas de personal","Intentamos subir la información del segurista y no nos aparece en la lista de personal","Problema: El usuario lmatamoros@sysep.com.mx no visualiza a su Segurista en la lista de personal para cargar documentos.

Causa: Posible confusión en el tipo de registro (Personal propio vs. Subcontratado) o falta de asociación al proyecto.

Solución: Se explicó el flujo para dar de alta ""Subcontratistas"" (si es externo) y se solicitó Nombre/NSS en caso de que el problema persista para validar en base de datos.","Consulta informativa","Incidencias en Procesos/Administrativos"
"TAR","Permisos de Trabajo","Contratista","Revisión de información ingresada/sistema","Me pueden apoyar con el personal que aparece en pendiente, que debemos realizar por favor","Problema: El usuario lmatamoros@sysep.com.mx pregunta por personal en estatus ""pendiente"" que no avanza.

Causa: Falta de asociación. Los trabajadores están registrados pero no vinculados a la OC/UO, por lo que son invisibles para el validador.

Solución: Se listaron los NSS afectados. Se instruyó al usuario a realizar la asociación a la OC 5501166252 para que el técnico pueda visualizarlos y aprobarlos. Se adjuntó guía.","Capacitación","Incidencias de Usuario"
"TAR","Listado de Personal","Contratista","Accesos (visualización/plataforma)","al cargar el personal me aparece como duplicado y no se ve reflejado en el listado de matriz capa de personal","Problema: El usuario Seguridad.ch@mapris.com.mx reporta error de duplicidad al cargar a dos trabajadores (Edgardo Ramos y Nicanor Morales).

Causa: Los NSS ya existen en la base de datos registrados con otro RFC (otra empresa).

Solución: Se explicó la causa. Se solicitaron pruebas:

Si son empleados propios: Enviar SUA/IMSS con el RFC actual para migrar los datos.

Si son terceros: Instrucción de registrarlos como ""Subcontratistas"".","Capacitación","Incidencias de Usuario"
"TAR","Documentación General","Técnico de Seguridad","Borrar/Eliminar","Necesiot eliminar archivod fr dc3 y antipoping, certificado medico del colaborador  Guadalupe  Mendez Muñiz, em motivo es porque su docuemntación ya se encuentra vencida y necesito subir los archivos nuevos.","Problema: El usuario arnulfovega267@gmail.com solicita eliminar documentos vencidos de Guadalupe Méndez Muñiz.

Causa: Ambigüedad en los archivos. Existen múltiples DC3 y no se localizan los archivos de salud (Antidoping/Certificado) en la vista del administrador.

Solución: Se solicitó al usuario especificar los nombres exactos de los archivos o enviar una captura de pantalla para identificar correctamente qué documentos eliminar. 09/02 sin respuesta se cierra ticket","Eliminación/Baja",""
"TAR","Otro","Contratista","Modificar/editar","por error se coloco en la unidad operativa ""encierro Tecamachalco"" cunado la correcta es ""U.O Tecamachalco"" pido de su apoyo para modificar la u.o por favor en todo los procesos del proyecto 30012026","Problema: El usuario irving.bautista@viulka.com registró el proyecto (OC 30012026) en la UO incorrecta (""Encierro Tecamachalco"").

Causa: Error de captura del usuario al seleccionar la ubicación.

Solución: Se realizó el cambio manual de Unidad Operativa en el sistema, asignando el proyecto a ""U.O Tecamachalco"". Se notificó al usuario.","Datos (información incorrecta)","Incidencias de Usuario"
